,AnswerProba,ElseEntropy,AnswerEntropy,T1,T2,T3,T4,T5,stdX,stdY,text_length,alphaWordCount,signWordCount,numericWordCount,avg_word_length
21,0.40875912408759124,1.5421032015646792,0.975844302895706,,,,,,183.56472064824075,125.98491973248227,118.0,21.0,5.0,8.0,5.619047619047619
22,0.618519842688595,1.1649380805202616,0.9590807066326694,,,,,,94.54798899089405,67.72726350755819,99.0,12.0,7.0,11.0,8.25
23,0.44905008635578586,1.5604301099361324,0.99249681747388,,,,,,194.32373904275195,129.17376754675163,130.0,21.0,7.0,8.0,6.190476190476191
24,0.6194061062317022,1.5758478326601648,0.9584603911729007,,,,,,186.86827579875617,135.0642069535819,101.0,9.0,23.0,4.0,11.222222222222221
25,0.8116182572614108,1.5671653236480405,0.698073889907098,,,,,,171.246345257027,126.1079784241355,354.0,57.0,9.0,8.0,6.2105263157894735
26,0.5282392026578073,1.4768275467246186,0.9976978134378504,,,,,,182.04052433455578,121.31311759245163,109.0,15.0,2.0,9.0,7.266666666666667
27,0.45169600686990125,1.5551501986854257,0.993257077613236,1.0,1.0,0.0,1.0,0.0,178.4042679989374,113.79833975141078,38.0,5.0,7.0,5.0,7.6
28,0.4888888888888889,1.1908887189090465,0.9996437496778561,,,,,,172.24437581529332,119.53302513206224,212.0,40.0,4.0,2.0,5.3
29,0.6161849710982659,1.3884761490404338,0.9606919532318097,,,,,,168.3817463384912,115.308325805208,30.0,3.0,10.0,2.0,10.0
30,0.507643085673658,1.5623887705076105,0.9998314382991729,,,,,,180.38797766261226,124.74093864945834,263.0,48.0,13.0,5.0,5.479166666666667
31,0.6719858156028369,1.442537313071501,0.9128845959052448,,,,,,167.89744637724542,115.36004507627415,29.0,3.0,10.0,2.0,9.666666666666666
32,0.38571428571428573,1.5455650594399446,0.9619780596506257,,,,,,163.5159854835316,127.91850373818448,80.0,10.0,4.0,9.0,8.0
33,0.25,1.584962500721156,0.8112781244591328,,,,,,160.2975152284955,122.93556398602475,96.0,13.0,8.0,2.0,7.384615384615385
34,0.49099485420240135,1.4663088062525351,0.9997660034183464,,,,,,162.61818334281998,113.35609073086954,25.0,3.0,6.0,3.0,8.333333333333334
35,0.5161290322580645,1.4591479170272448,0.9992492479956565,,,,,,201.56420341710864,133.69901128966777,67.0,12.0,2.0,7.0,5.583333333333333
36,0.407496977025393,1.5366396491114536,0.9751674594741213,,,,,,179.98503878614804,126.71181508858983,238.0,51.0,9.0,1.0,4.666666666666667
37,0.6055408970976254,1.549451928461969,0.9676169560969872,,,,,,171.2596509851505,126.07506444574993,337.0,56.0,7.0,8.0,6.017857142857143
38,0.4959709911361805,1.5725211123454907,0.999953161208597,,,,,,187.07639649351813,98.38246477396264,245.0,47.0,13.0,0.0,5.212765957446808
39,0.45607978519370923,1.5552759173103123,0.9944269451944675,,,,,,174.1996978247156,151.0204180455963,59.0,16.0,1.0,0.0,3.6875
40,0.3501346671796845,1.5841443058168245,0.9341882670871087,,,,,,172.77079062662762,132.34752060744282,270.0,47.0,23.0,11.0,5.74468085106383
41,0.3343949044585987,1.3723015388932644,0.9193537490195016,,,,,,194.30586927144876,145.15083151290898,111.0,25.0,1.0,0.0,4.44
42,0.3614457831325301,1.5472238247914625,0.9438767571287909,,,,,,185.79844123105255,106.89588002662528,104.0,17.0,7.0,6.0,6.117647058823529
43,0.7543103448275862,1.5175470809102922,0.804374635739435,,,,,,97.78065021033332,64.49057855394246,64.0,13.0,2.0,6.0,4.923076923076923
44,0.3259566620562471,1.4507887798577463,0.9107418648817214,,,,,,180.32912502791484,129.13384099022568,210.0,46.0,10.0,0.0,4.565217391304348
45,0.4266263237518911,1.4796865152580274,0.9844096962379435,,,,,,201.99165353839143,133.7940782392884,63.0,9.0,6.0,1.0,7.0
46,0.2638997650743931,1.3679965783062786,0.8325743359130715,,,,,,171.79883666014092,121.66889901554266,310.0,51.0,17.0,5.0,6.078431372549019
47,0.59500693481276,1.4843988759782096,0.9737965206967587,,,,,,188.99501463148584,130.36869085618508,83.0,14.0,8.0,2.0,5.928571428571429
48,0.381903642773208,1.5417277464838688,0.9593754175256906,,,,,,181.08345477318625,125.9618793990007,147.0,20.0,16.0,17.0,7.35
49,0.45301112389719983,1.558108291459935,0.993619779124729,,,,,,96.62227298280473,77.4549989316644,250.0,40.0,8.0,1.0,6.25
50,0.5885792913656691,1.4699483647067286,0.9772404533284216,,,,,,174.60472478531435,125.34560487371317,213.0,39.0,8.0,3.0,5.461538461538462
51,0.5290731145653426,1.5065612279588794,0.9975597594467351,,,,,,176.58585022588872,144.61910580517667,197.0,34.0,10.0,4.0,5.794117647058823
52,0.411199331383201,1.2097254144905403,0.9771259388915745,,,,,,168.39010777080026,116.32293278351446,68.0,13.0,1.0,3.0,5.230769230769231
53,0.47384219554030876,1.547607028960083,0.9980248258666834,,,,,,169.29592277268705,116.7807585269516,311.0,48.0,28.0,28.0,6.479166666666667
54,0.4235565819861432,1.551767283270138,0.9830726375232093,,,,,,186.59557798142544,127.2433691789085,252.0,47.0,13.0,2.0,5.361702127659575
55,0.4344317417619368,1.4814177229355718,0.9875593402993239,,,,,,158.7344043083008,123.41178685928854,82.0,15.0,2.0,4.0,5.466666666666667
56,0.5164498852333589,1.4215596332224676,0.9992190762114933,0.0,1.0,0.0,0.0,0.0,185.32377296625032,151.5146393930739,126.0,21.0,8.0,0.0,6.0
57,0.38461538461538464,1.4147686047285069,0.9612366047228759,,,,,,169.2543030390135,128.00195311009907,64.0,11.0,9.0,0.0,5.818181818181818
58,0.4230769230769231,1.5694882449983492,0.9828586897127056,,,,,,200.28158562800192,135.05852640820407,80.0,14.0,2.0,8.0,5.714285714285714
59,0.8125244618395303,1.498795477636024,0.6961605088274921,,,,,,199.66016266535385,147.7810646042163,244.0,14.0,1.0,64.0,17.428571428571427
60,0.40625,1.547005372685296,0.9744894033980523,,,,,,188.83347912972607,139.55197754911904,160.0,30.0,4.0,4.0,5.333333333333333
61,0.23076923076923078,1.4978371627177776,0.7793498372920851,,,,,,169.3388901647292,128.1770355038513,70.0,10.0,10.0,0.0,7.0
62,0.4487917146144994,1.5609627458382165,0.992420391590029,,,,,,153.58752585797308,143.3918373139296,110.0,21.0,7.0,0.0,5.238095238095238
63,0.3089983022071307,1.5321999833611464,0.8920137845901802,,,,,,94.03979063259457,79.45259942604494,243.0,40.0,34.0,1.0,6.075
64,0.7690205011389522,1.4599524953892713,0.7797148861090886,,,,,,189.0707539520589,127.72094146571614,74.0,15.0,1.0,4.0,4.933333333333334
65,0.8311733800350263,1.5635711538458446,0.6550135303804747,,,,,,180.93264630795625,115.71591290743032,72.0,14.0,2.0,1.0,5.142857142857143
66,0.5178466939730837,1.5014989336789142,0.9990807950771106,,,,,,164.51626239285883,129.09396376008422,328.0,59.0,8.0,0.0,5.559322033898305
67,0.3678474114441417,1.571221720382201,0.9490049273079024,,,,,,185.4285951219199,147.62203049981696,112.0,25.0,5.0,0.0,4.48
68,0.2823529411764706,1.577636732431408,0.8586370819183629,,,,,,171.36356737131212,120.08139600565387,227.0,48.0,7.0,2.0,4.729166666666667
69,0.525314046440807,1.4625037550018127,0.9981502486143963,,,,,,161.75474881879697,123.3963802818651,29.0,3.0,3.0,6.0,9.666666666666666
70,0.29896907216494845,1.5211295974429104,0.8800270477157599,,,,,,164.05093683531103,119.11893631011957,127.0,26.0,6.0,5.0,4.884615384615385
71,0.39780306002353866,1.4728724003002944,0.9696509513071315,,,,,,178.46744850956654,114.14601880691,38.0,5.0,7.0,5.0,7.6
72,0.5347846663511595,1.2895494018598503,0.9965059341949158,,,,,,180.19436728155517,117.53578178580342,81.0,16.0,2.0,4.0,5.0625
73,0.5882352941176471,1.5702589407856875,0.9774178175281716,,,,,,176.44640357154728,122.62088819700428,42.0,5.0,1.0,9.0,8.4
74,0.48619447779111646,1.4900097445281855,0.9994499965572095,,,,,,206.10205688260288,145.74298106229892,71.0,14.0,2.0,2.0,5.071428571428571
75,0.5913608562691132,1.3005565502277743,0.9757803709778751,,,,,,194.32241893307113,143.1869058259169,113.0,22.0,2.0,5.0,5.136363636363637
76,0.5038759689922481,1.5708316303135055,0.9999566519593042,,,,,,202.27569967172516,131.04514710019748,118.0,19.0,12.0,2.0,6.2105263157894735
77,0.3385146804835924,1.560446892017656,0.9233902593642982,,,,,,182.52944020018356,134.93452853002222,233.0,43.0,9.0,8.0,5.4186046511627906
78,0.6784037558685446,1.5639011758481027,0.9061088746664758,,,,,,129.10480373410675,138.9502621344135,67.0,14.0,1.0,0.0,4.785714285714286
79,0.3371824480369515,1.5159298110608377,0.9220969478620484,,,,,,181.04171480628435,115.75151186917603,60.0,8.0,6.0,1.0,7.5
80,0.703942380591357,1.535017098418384,0.8764182404308616,,,,,,174.18111833224367,122.44438778144776,213.0,15.0,28.0,18.0,14.2
81,0.5043478260869565,1.4445478253634108,0.9999454550766407,,,,,,161.3780980571539,122.08483567008524,45.0,6.0,4.0,6.0,7.5
82,0.6288951841359773,1.5593319606692697,0.9515166238912101,,,,,,190.56180702312403,120.70560514012968,119.0,14.0,17.0,0.0,8.5
83,0.5342512908777969,1.4124986640705135,0.996612349560505,,,,,,180.13401289040334,115.77966315376807,340.0,42.0,4.0,37.0,8.095238095238095
84,0.3764750666159117,1.5691037594665729,0.955514383135637,,,,,,90.83859311988489,75.7738246362159,211.0,40.0,5.0,1.0,5.275
85,0.4340557275541796,1.5844431587425798,0.9874158248354529,,,,,,195.6018359609452,117.85802308473606,165.0,44.0,2.0,0.0,3.75
86,0.7569794050343249,1.537286786154315,0.8000274427924029,,,,,,167.7135086618079,116.19016447611929,69.0,13.0,1.0,3.0,5.3076923076923075
87,0.28617571059431524,1.1151811345375564,0.8637297867594359,,,,,,170.45199427680856,121.72161073133702,253.0,45.0,7.0,5.0,5.622222222222222
88,0.5244969378827646,1.279627925634799,0.9982677841207166,,,,,,170.1917372569995,129.75957334624678,139.0,24.0,3.0,3.0,5.791666666666667
89,0.7048846675712347,1.5843181347628144,0.8752377029270402,,,,,,181.8438959657431,124.99723996952892,79.0,12.0,6.0,0.0,6.583333333333333
90,0.5777149777957207,1.5102637779751515,0.9825024929354376,,,,,,160.31463006302604,141.61586173843088,90.0,17.0,4.0,3.0,5.294117647058823
91,0.4672733636681834,1.349234120362415,0.9969074424309783,,,,,,181.5635219420465,124.21663535935916,49.0,7.0,5.0,0.0,7.0
92,0.5099052540913006,1.5276142465265194,0.9997168841482682,,,,,,178.77205846800803,144.0353505991575,166.0,27.0,6.0,15.0,6.148148148148148
93,0.2279475982532751,1.5451355602815458,0.7744163130220658,,,,,,168.33336633663043,134.0413949328921,144.0,22.0,6.0,14.0,6.545454545454546
94,0.2549317147192716,1.5041222859411285,0.8190015423292263,,,,,,168.00245947273774,125.64060157404886,305.0,59.0,4.0,0.0,5.169491525423729
95,0.38443935926773454,1.5593833234202574,0.9611171524421005,,,,,,188.17572237957478,126.59505724160616,130.0,23.0,9.0,3.0,5.6521739130434785
96,0.3950617283950617,1.53857913895598,0.9679884922470297,,,,,,195.38226420703253,132.6472648606069,99.0,19.0,1.0,7.0,5.2105263157894735
97,0.5830055074744296,1.541330085171464,0.9800275731895218,,,,,,205.8487038795457,146.66793181272524,131.0,26.0,6.0,1.0,5.038461538461538
98,0.46551724137931033,1.4710322134554907,0.9965663713274553,,,,,,202.67605345631756,134.55078306401822,69.0,12.0,1.0,6.0,5.75
99,0.4632352941176471,1.5547317830089857,0.9960964590537512,,,,,,203.51288247512323,136.21388410225376,108.0,15.0,4.0,8.0,7.2
100,0.6666666666666666,1.4787069142481561,0.9182958340544896,,,,,,175.44158097022876,125.58952539479115,111.0,20.0,3.0,6.0,5.55
101,0.4375724777734828,1.5709811034202974,0.9887256711631499,,,,,,87.071823800814,75.5665931480307,267.0,50.0,2.0,2.0,5.34
102,0.44692737430167595,1.4875645677088711,0.9918573807342546,,,,,,191.57841428083535,137.5475911957385,149.0,25.0,1.0,6.0,5.96
103,0.5780661364587694,1.3440302164979323,0.9823433551292984,,,,,,168.34996287495878,115.20694423514583,29.0,3.0,10.0,2.0,9.666666666666666
104,0.2247191011235955,1.3387304035339884,0.7686913027030167,,,,,,190.74495969340185,147.3022906941708,113.0,18.0,1.0,9.0,6.277777777777778
105,0.5554903112155021,1.4897861078206625,0.9910970513883095,,,,,,192.6943269408938,133.71056184718466,95.0,17.0,7.0,1.0,5.588235294117647
106,0.5435606060606061,1.4940238669101722,0.9945179489278793,,,,,,181.69344065637324,137.95504018427488,243.0,43.0,5.0,0.0,5.651162790697675
107,0.3717948717948718,1.5297865091145795,0.9520402801398791,,,,,,201.01697799884212,136.95058064302444,117.0,21.0,7.0,6.0,5.571428571428571
108,0.3333333333333333,1.0,0.9182958340544896,,,,,,173.27006056699148,120.54007517096635,128.0,19.0,3.0,7.0,6.7368421052631575
109,0.45045045045045046,1.5464650001141114,0.9929042710341393,,,,,,196.15421378583102,112.66995649782699,120.0,20.0,9.0,10.0,6.0
110,0.2727272727272727,1.5813035301633285,0.8453509366224364,,,,,,96.51683790924773,81.18968199722129,221.0,43.0,11.0,1.0,5.1395348837209305
111,0.6800766283524904,1.5755490139159816,0.9042981077722936,,,,,,164.91386491207064,141.0051826652536,87.0,13.0,8.0,4.0,6.6923076923076925
112,0.34615384615384615,1.5682101542659606,0.9305861291319928,,,,,,163.67551760656053,108.00498972789383,117.0,22.0,7.0,6.0,5.318181818181818
113,0.45454545454545453,1.4591479170272446,0.9940302114769565,,,,,,168.65754669019574,124.15469740967873,44.0,5.0,1.0,12.0,8.8
114,0.4807692307692308,1.3992075416402174,0.9989326546260581,,,,,,176.2511707950094,114.39302628573962,55.0,11.0,2.0,5.0,5.0
115,0.4230769230769231,1.5763400991146805,0.9828586897127056,,,,,,184.37539077171397,139.38328948941077,29.0,8.0,2.0,2.0,3.625
116,0.532516493873704,1.337909750727074,0.9969470584191654,0.0,0.0,0.0,0.0,0.0,185.83624934400697,148.37183856560802,126.0,21.0,5.0,3.0,6.0
117,0.3,0.863120568566631,0.8812908992306927,,,,,,163.42141589032215,123.74607757814522,90.0,16.0,4.0,5.0,5.625
118,0.5184887459807074,1.525951553014036,0.9990134514563017,1.0,1.0,1.0,1.0,1.0,183.59576594637878,124.03287980788602,153.0,28.0,12.0,0.0,5.464285714285714
119,0.45314401622718053,1.5029128955528,0.9936558697792666,,,,,,160.09374246843947,141.60494053412637,89.0,18.0,3.0,3.0,4.944444444444445
120,0.36584227718152124,1.5103795686334112,0.9474261041169544,,,,,,160.63939921959573,142.18156777263962,93.0,17.0,7.0,3.0,5.470588235294118
121,0.3592814371257485,1.3784883146429716,0.9420851111481011,0.0,1.0,1.0,1.0,1.0,202.5181759009495,143.28393184152554,56.0,10.0,1.0,7.0,5.6
122,0.6556383970177073,1.5520369085628851,0.928931432360526,,,,,,160.31749828107363,141.45221663811685,93.0,18.0,5.0,3.0,5.166666666666667
123,0.4435634328358209,1.5205482188370925,0.9907901695674726,,,,,,90.3006228070374,77.36553250533929,89.0,15.0,5.0,3.0,5.933333333333334
124,0.38095238095238093,1.5228774422303175,0.9587118829771318,,,,,,100.3075281651959,81.34113452177351,233.0,40.0,10.0,7.0,5.825
125,0.5447409733124019,1.1572854712505405,0.9942164241888161,,,,,,202.54271052490844,148.2401446837791,56.0,11.0,1.0,4.0,5.090909090909091
126,0.25301204819277107,1.5095457167897197,0.8160172973428257,,,,,,194.2665515613935,134.25433859118132,135.0,25.0,3.0,15.0,5.4
127,0.43119266055045874,1.5095457167897197,0.9862958176866949,1.0,1.0,0.0,1.0,1.0,160.19409862630357,115.92261339323906,41.0,6.0,5.0,5.0,6.833333333333333
128,0.28205128205128205,1.5306189948485172,0.8582307926411411,,,,,,177.12082069583727,115.79791459604697,33.0,4.0,2.0,8.0,8.25
129,0.4796279893711249,1.5693382762830543,0.9988021772803775,1.0,1.0,1.0,1.0,1.0,157.42233005517355,130.16950487729451,189.0,30.0,14.0,11.0,6.3
130,0.34807327858496523,1.3398296139116752,0.9323355490951685,,,,,,202.17297846928133,147.73632140119446,176.0,32.0,15.0,4.0,5.5
131,0.46017699115044247,1.4916094114932357,0.9954192904269324,,,,,,185.61245168959496,126.54221956854295,160.0,26.0,4.0,8.0,6.153846153846154
132,0.38777908343125733,1.4779605269986167,0.9633513467761836,1.0,0.0,0.0,0.0,1.0,98.451764839438,84.35036677454343,193.0,36.0,3.0,4.0,5.361111111111111
133,0.6589721254355401,1.4819791968543274,0.9257989156814335,,,,,,173.32773618850334,122.67729622169077,58.0,10.0,2.0,4.0,5.8
134,0.6441947565543071,1.565995411118333,0.9391460417991611,,,,,,179.98356097772435,122.71751663429671,140.0,14.0,13.0,4.0,10.0
135,0.4472,1.2318038856121982,0.9919409767593454,,,,,,199.96955393259245,152.29231760006806,193.0,41.0,1.0,0.0,4.7073170731707314
136,0.36619718309859156,1.5408469049615863,0.9477073729342065,,,,,,174.73378481437285,112.45411903922813,268.0,44.0,9.0,8.0,6.090909090909091
137,0.625,1.5836116888619367,0.954434002924965,,,,,,199.20352653178347,120.64047648892162,189.0,36.0,11.0,3.0,5.25
138,0.7092511013215859,1.5835883606291965,0.8696866844093676,,,,,,181.89367773509886,124.74429846690389,48.0,7.0,7.0,0.0,6.857142857142857
139,0.3333333333333333,0.8112781244591328,0.9182958340544896,1.0,0.0,0.0,0.0,1.0,159.01406384342235,124.77355489044943,57.0,11.0,4.0,0.0,5.181818181818182
140,0.40718562874251496,1.3565505630312518,0.9749990314386964,,,,,,178.95677938789828,145.20952677653992,71.0,10.0,3.0,6.0,7.1
141,0.45348837209302323,1.1965266937348622,0.9937489109291138,,,,,,194.10275682826696,144.50213858471284,189.0,39.0,4.0,3.0,4.846153846153846
142,0.2718762718762719,1.5614601471394716,0.8441441030159984,,,,,,174.2003555934628,101.95195627789047,259.0,49.0,10.0,1.0,5.285714285714286
143,0.7113115891741846,1.566112136111736,0.8670209477255297,,,,,,193.79539611547938,137.9424034395032,115.0,22.0,7.0,3.0,5.2272727272727275
144,0.48201438848920863,1.5742787697023375,0.999066426216189,,,,,,128.72780173208704,146.46473421048134,17.0,4.0,1.0,2.0,4.25
145,0.4779116465863454,1.4387602571540794,0.998591773323726,,,,,,181.62103472643815,123.25129878853701,216.0,37.0,16.0,1.0,5.837837837837838
146,0.226507713884993,1.5525881389697427,0.7718736108033322,,,,,,171.1515481395233,118.9578809098227,254.0,48.0,4.0,1.0,5.291666666666667
147,0.5942350332594235,1.5053353444516893,0.9742231499767495,,,,,,194.67670850241262,144.780647062682,159.0,30.0,3.0,8.0,5.3
148,0.3794225294835299,1.5764189445043995,0.9576331516114608,,,,,,194.2612785295554,137.30039133570415,161.0,30.0,4.0,1.0,5.366666666666666
149,0.3269230769230769,1.5438851083297136,0.9117517586347537,,,,,,157.00630295203652,118.58069070608981,425.0,75.0,6.0,2.0,5.666666666666667
150,0.563894523326572,1.5811244217387421,0.9881880942301042,,,,,,191.6952326538723,118.46314007131313,122.0,14.0,18.0,0.0,8.714285714285714
151,0.4928131416837782,1.4575765087107049,0.9998509617795499,,,,,,168.42118868337397,117.94668260708534,263.0,51.0,9.0,3.0,5.1568627450980395
152,0.3487592219986586,1.4922068016252452,0.93295505125941,,,,,,182.58366333724126,135.01729352261884,239.0,44.0,10.0,5.0,5.431818181818182
153,0.75,-0.0,0.8112781244591328,0.0,0.0,0.0,1.0,0.0,184.40787755983325,127.58994426502043,73.0,11.0,3.0,9.0,6.636363636363637
154,0.7866724361748161,1.5592686425653528,0.7477952962637378,,,,,,167.7550757267832,116.26120017730192,69.0,13.0,1.0,3.0,5.3076923076923075
155,0.1647761194029851,1.4124439031521068,0.645614087185175,,,,,,177.27384959852168,116.98281621648894,123.0,19.0,7.0,1.0,6.473684210526316
156,0.48392554991539766,1.4782060190423754,0.9992543215041904,,,,,,198.28099361904447,141.03181280201366,53.0,12.0,2.0,3.0,4.416666666666667
157,0.6983852364475202,1.5666371688689016,0.8832558265107724,,,,,,171.96880773365072,120.13143120719444,188.0,39.0,1.0,5.0,4.82051282051282
158,0.4008152173913043,1.4731864114016933,0.97142546904019,0.0,1.0,1.0,1.0,0.0,163.08558823792214,113.36290733891124,25.0,3.0,6.0,3.0,8.333333333333334
159,0.3684456928838951,1.5814761662153765,0.9494711739527203,,,,,,194.1243133238016,137.23619224146924,161.0,29.0,4.0,2.0,5.551724137931035
160,0.6034868126955745,1.5345322193211524,0.9688743621759697,,,,,,179.50504764540054,124.31096482744941,123.0,19.0,11.0,0.0,6.473684210526316
161,0.331370239497448,1.5398027986121083,0.916320218407912,,,,,,176.53705157420183,115.55972303002832,36.0,4.0,10.0,2.0,9.0
162,0.3880407124681934,1.5499489154206896,0.9635235045604944,,,,,,207.93873029225594,131.44008351928096,113.0,17.0,26.0,3.0,6.647058823529412
163,0.7555555555555555,1.578217987547122,0.8023534428291901,,,,,,180.52867500760092,115.66361787528521,72.0,15.0,1.0,1.0,4.8
164,0.7130434782608696,1.5132024522984289,0.8647572655747071,,,,,,138.88783627719036,121.18341264848826,200.0,31.0,5.0,12.0,6.451612903225806
165,0.5597210113339146,1.48957226987886,0.9896843600260317,,,,,,163.65240603180877,124.12784739936481,196.0,34.0,4.0,2.0,5.764705882352941
166,0.34615384615384615,1.5576005837227664,0.9305861291319928,,,,,,137.6582021248458,143.98979555680256,258.0,49.0,15.0,2.0,5.26530612244898
167,0.42098688319800126,1.566715095029317,0.9819105671868131,,,,,,185.87448841566982,145.9758227529558,139.0,17.0,31.0,5.0,8.176470588235293
168,0.6990291262135923,1.4784038660059107,0.8824744521750667,,,,,,175.0983342772474,125.71659485613753,113.0,20.0,3.0,6.0,5.65
169,0.2619461337966985,1.3323796933484882,0.8296689379446798,,,,,,95.28356982022635,82.32873533072778,109.0,16.0,2.0,5.0,6.8125
170,0.6307592472420506,1.569990893518157,0.9500873380934589,,,,,,199.0706244537555,133.94065183612372,156.0,22.0,17.0,3.0,7.090909090909091
171,0.5099243856332704,1.5833465436399434,0.999715789369751,,,,,,168.665629796222,153.14779959473807,61.0,17.0,1.0,0.0,3.588235294117647
172,0.30194805194805197,1.49999219740269,0.8836591637637946,,,,,,175.6391059973705,116.45669676846505,206.0,32.0,12.0,8.0,6.4375
173,0.35766423357664234,1.3946169838545441,0.9407272303931737,,,,,,204.58161913742126,137.1869858886849,172.0,34.0,3.0,8.0,5.0588235294117645
174,0.3791748526522593,1.5589875562780646,0.9574571611705793,,,,,,186.4280006015299,145.9163150779143,144.0,17.0,37.0,1.0,8.470588235294118
175,0.3,1.3787834934861753,0.8812908992306927,,,,,,190.1585245599311,142.68676321472225,144.0,26.0,1.0,7.0,5.538461538461538
176,0.5779816513761468,1.4736610007037085,0.9823817086382353,,,,,,95.99404743450056,68.54576342614816,200.0,34.0,5.0,8.0,5.882352941176471
177,0.4793713163064833,1.505852199886296,0.9987717950545891,,,,,,176.26870191113764,119.94528374950805,34.0,6.0,5.0,3.0,5.666666666666667
178,0.8580778504994833,1.5647732655651798,0.5892506964318943,,,,,,188.59929031598264,143.1758136329857,61.0,11.0,5.0,4.0,5.545454545454546
179,0.28205128205128205,1.5676856845651677,0.8582307926411411,,,,,,148.52181283868336,121.9635009154606,84.0,14.0,1.0,8.0,6.0
180,0.25,1.4795044539985425,0.8112781244591328,,,,,,176.2157885441353,113.96456242009313,25.0,4.0,2.0,5.0,6.25
181,0.31881533101045295,1.566867133687456,0.9030885187433629,,,,,,141.63357356572533,116.42435477805978,135.0,26.0,11.0,3.0,5.1923076923076925
182,0.26057906458797325,1.1215892693719909,0.8276189322947387,,,,,,163.0471036991806,123.53609459047452,144.0,24.0,7.0,0.0,6.0
183,0.46070878274268107,1.501865895512791,0.9955409396069219,,,,,,175.00955148861132,143.21056283012942,283.0,33.0,27.0,2.0,8.575757575757576
184,0.6193365695792881,1.5639111689609178,0.9585092351374942,,,,,,160.31630584852672,141.40324899566704,93.0,18.0,5.0,3.0,5.166666666666667
185,0.6725598526703499,1.3956982007784955,0.9122895767908565,,,,,,166.90437677800517,106.91393865056968,84.0,16.0,7.0,0.0,5.25
186,0.37359792924935287,1.573876388304627,0.9533946717471216,,,,,,181.70921825818303,116.71550882380627,38.0,3.0,9.0,6.0,12.666666666666666
187,0.49221611721611724,1.5370213269162432,0.9998251705252001,,,,,,186.18630518028547,149.49927272190558,132.0,17.0,10.0,17.0,7.764705882352941
188,0.3968253968253968,1.5522524382879261,0.9690632527820694,,,,,,186.80719738297782,145.71321229279928,261.0,52.0,4.0,5.0,5.019230769230769
